1	11	10893.88	8.6	2011
1	11	10981.98	7.5	2011
1	11	9335.214525	7.7	2011
1	11	8265.205011	2.5	2011
0	11	8598.938013	1.2	2011
0	11	10959.78883	0.3	2011
1	11	10946.26292	0.2	2011
1	11	10336.02664	-0.2	2011
1	11	11101.80202	-2.2	2011
1	11	11180.88695	-2	2011
1	11	10071.88603	5.5	2011
0	11	9054.453249	4.7	2011
0	11	10087.43225	4.5	2011
1	11	12096.13608	6	2011
1	11	12299.24035	3.4	2011
1	11	12063.40299	-1.3	2011
1	11	12019.38455	-7.9	2011
1	11	10420.26793	-5.9	2011
0	11	10820.64819	3.6	2011
0	11	10734.81842	-1.3	2011
1	11	11570.84134	-3.6	2011
1	11	11895.46072	-3.5	2011
1	11	12167.9563	-4.9	2011
1	11	11262.1764	-9.4	2011
1	11	11836.43916	-4.6	2011
0	11	12124.9647	-2.4	2011
0	11	12087.48647	-1.9	2011
1	11	11204.11532	-2.7	2011
1	11	11405.25718	0.7	2011
1	11	12122.25757	0.6	2011
1	12	11966.21538	-0.1	2011
1	12	11389.90065	-0.8	2011
0	12	9998.345562	-0.8	2011
0	12	9444.898757	-12.6	2011
1	12	10684.42894	-12.7	2011
1	12	9926.256955	-6.4	2011
1	12	9502.362056	-2.9	2011
1	12	11479.81753	-2.7	2011
1	12	11160.57215	0.8	2011
0	12	10463.98923	-1.1	2011
0	12	10315.09914	-1.6	2011
1	12	11420.86781	1.8	2011
1	12	11255.69375	-1.2	2011
1	12	11788.50502	1	2011
1	12	11627.88079	5.4	2011
1	12	10537.62706	6.2	2011
0	12	8932.735469	6.4	2011
0	12	9461.318369	-1.3	2011
1	12	10599.49529	4.6	2011
1	12	10827.59327	-0.1	2011
1	12	9762.49371	1.3	2011
1	12	11541.39212	0	2011
1	12	10262.52774	-0.2	2011
0	12	9203.60241	0.4	2011
0	12	9194.738724	0	2011
1	12	10454.49695	-0.5	2011
1	12	10795.89897	1.7	2011
1	12	11880.2579	1.4	2011
1	12	11388.71098	2.1	2011
1	12	9867.753416	0.6	2011
0	12	9887.868368	2.1	2011
0	1	6804.900747	3.3	2012
1	1	7665.710801	1	2012
1	1	8370.316945	0.6	2012
1	1	9864.345726	-1.1	2012
1	1	8747.52633	-0.4	2012
1	1	9616.896032	0.7	2012
0	1	8467.928431	3.9	2012
0	1	8507.580402	-0.3	2012
1	1	11187.79672	-0.6	2012
1	1	11482.08346	2	2012
1	1	10499.91856	1.4	2012
1	1	11615.34031	-2.5	2012
1	1	9595.58292	-2.5	2012
0	1	9427.512809	1.3	2012
0	1	10324.06502	1.9	2012
1	1	11180.65708	-1.5	2012
1	1	10328.72941	-5.6	2012
1	1	11894.65133	-1.7	2012
1	1	12745.13502	0	2012
1	1	11041.94752	4.1	2012
0	1	10152.19229	2.3	2012
0	1	9896.827003	1.3	2012
1	1	12035.71997	-0.1	2012
1	1	12676.01999	-0.6	2012
1	1	12702.38979	-0.2	2012
1	1	12802.5381	-2.7	2012
1	1	11764.1124	-2.2	2012
0	1	12432.1185	-1.5	2012
0	1	13148.48752	-5.1	2012
1	1	12686.23948	-7.7	2012
1	1	13598.9226	-7.3	2012
1	2	12481.35114	-5.2	2012
1	2	14614.91268	-4.2	2012
1	2	7592.629619	-6.5	2012
0	2	7763.298744	-13.4	2012
0	2	7020.876425	20.2	2012
1	2	7637.039605	-21.1	2012
1	2	7139.406135	-19.2	2012
1	2	8671.145963	-18.9	2012
1	2	8483.711232	-18.9	2012
1	2	7739.035725	-18	2012
0	2	8411.499515	-18.4	2012
0	2	8917.086384	-16	2012
1	2	11126.25523	-17.3	2012
1	2	11660.2982	-12.8	2012
1	2	11525.21931	-11.5	2012
1	2	11591.00066	-14.4	2012
1	2	11093.52705	-25.8	2012
0	2	11742.25698	-24.3	2012
0	2	12718.27378	-19.4	2012
1	2	13401.16351	-17.7	2012
1	2	12639.295	-14.5	2012
1	2	11581.41008	-5.2	2012
1	2	12502.30225	-6.5	2012
1	2	11521.76056	-5.7	2012
0	2	10568.78113	-4.2	2012
0	2	11492.16326	-2.2	2012
1	2	10912.21452	-4.4	2012
1	2	11208.29298	-7.9	2012
1	2	11177.27358	-3.9	2012
1	3	10129.53299	-6.3	2012
1	3	10791.52952	-5.9	2012
0	3	9955.576609	-4.1	2012
0	3	9003.891555	-3.7	2012
1	3	11492.38565	-1.6	2012
1	3	12031.35445	-1.2	2012
1	3	11891.02836	1.6	2012
1	3	10565.70522	0.6	2012
1	3	11190.0864	-1.2	2012
0	3	11062.65246	-1.7	2012
0	3	11817.22069	-1.6	2012
1	3	12194.03802	-3.5	2012
1	3	11083.72169	-6.8	2012
1	3	11898.22875	-4.4	2012
1	3	12534.49452	-4.5	2012
1	3	12515.19459	-4.2	2012
0	3	10635.63913	-7	2012
0	3	11354.75832	-8.2	2012
1	3	10638.17228	-7.4	2012
1	3	11817.45693	-8.6	2012
1	3	11502.53273	-7	2012
1	3	10717.15745	-6.1	2012
1	3	10103.37697	-2.1	2012
0	3	8693.20683	1.4	2012
0	3	8503.730255	-1.6	2012
1	3	9420.823594	-3.7	2012
1	3	10883.51932	-5.9	2012
1	3	11673.20984	2.2	2012
1	3	10623.19629	6.6	2012
1	3	8462.547089	11.3	2012
0	3	8474.98991	6	2012
